internal_code,isin,name,exchange_code,currency,sector_code,country_iso2,yfinance_symbol,stooq_symbol,notes,n_obs,first,last,years,last_close,reported_currency,reported_name,name_ratio,error,status,reasons
EQ:FR:ROBERTET,,Robertet SA,XPAR,EUR,55,FR,RBT.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,785.0,EUR,Robertet SA,1.0,,avertissement,isin_absent
EQ:FR:FORVIA,,Forvia SE,XPAR,EUR,40,FR,FRVIA.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,8.956,EUR,Forvia SE,1.0,,avertissement,isin_absent
EQ:FR:VIVENDI,,Vivendi SE,XPAR,EUR,15,FR,VIV.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,1.644,EUR,Vivendi SE,1.0,,avertissement,isin_absent
EQ:PT:SEMAPASOCIEDADEI,,"Semapa - Sociedade de Investimento e Gestão, SGPS, S.A.",XLIS,EUR,55,PT,SEM.LS,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,20.55,EUR,"Semapa - Sociedade de Investimento e Gestão, SGPS, S.A.",1.0,,avertissement,isin_absent
EQ:FR:STEF,,STEF SA,XPAR,EUR,50,FR,STF.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,129.6,EUR,STEF SA,1.0,,avertissement,isin_absent
EQ:BE:FAGRON,,Fagron NV,XBRU,EUR,20,BE,FAGR.BR,,candidat screener yahoo 2026-08-21,986,2007-10-01,2026-08-17,18.9,22.3,EUR,Fagron NV,1.0,,avertissement,isin_absent
EQ:DE:HAMBURGERHAFENUN,,Hamburger Hafen und Logistik Aktiengesellschaft,XETR,EUR,50,DE,HHFA.DE,,candidat screener yahoo 2026-08-21,982,2007-10-29,2026-08-17,18.8,21.7,EUR,Hamburger Hafen und Logistik Aktiengesellschaft,1.0,,avertissement,isin_absent
EQ:LU:GRANDCITYPROPERT,,Grand City Properties S.A.,XWBO,EUR,35,LU,GYC.VI,,candidat screener yahoo 2026-08-21,468,2017-09-04,2026-08-17,9.0,9.22,EUR,Grand City Properties S.A.,1.0,,avertissement,isin_absent|historique_9.0a
EQ:BE:GIMV,,Gimv NV,XBRU,EUR,30,BE,GIMB.BR,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,44.0,EUR,Gimv NV,1.0,,avertissement,isin_absent
EQ:DE:KSB,,KSB SE & Co. KGaA,XETR,EUR,50,DE,KSB.DE,,candidat screener yahoo 2026-08-21,1447,1998-11-30,2026-08-17,27.7,922.0,EUR,KSB SE & Co. KGaA,1.0,,avertissement,isin_absent
EQ:DE:ALZCHEMGROUP,,AlzChem Group AG,XETR,EUR,55,DE,ACT.DE,,candidat screener yahoo 2026-08-21,1150,2004-08-09,2026-08-17,22.0,158.9,EUR,AlzChem Group AG,1.0,,avertissement,isin_absent
EQ:ES:METROVACESA,,Metrovacesa S.A.,XMAD,EUR,35,ES,MVC.MC,,candidat screener yahoo 2026-08-21,446,2018-02-05,2026-08-17,8.5,10.62,EUR,Metrovacesa S.A.,1.0,,avertissement,isin_absent|historique_8.5a
EQ:FR:IPSOS,,Ipsos SA,XPAR,EUR,50,FR,IPS.PA,,candidat screener yahoo 2026-08-21,1338,2001-01-01,2026-08-17,25.6,38.46,EUR,Ipsos SA,1.0,,avertissement,isin_absent
EQ:IE:PERMANENTTSBGROU,,Permanent TSB Group Holdings plc,XDUB,EUR,30,IE,PTSB.IR,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,2.93,EUR,Permanent TSB Group Holdings plc,1.0,,avertissement,isin_absent
EQ:BE:MONTEACOMM,,Montea Comm. VA,XBRU,EUR,35,BE,MONT.BR,,candidat screener yahoo 2026-08-21,1036,2006-10-16,2026-08-17,19.8,67.7,EUR,Montea Comm. VA,1.0,,avertissement,isin_absent
EQ:FR:ANTININFRASTRUCT,,Antin Infrastructure Partners S.A.,XPAR,EUR,30,FR,ANTIN.PA,,candidat screener yahoo 2026-08-21,257,2021-09-20,2026-08-17,4.9,8.86,EUR,Antin Infrastructure Partners S.A.,1.0,,avertissement,isin_absent|historique_4.9a
EQ:DE:DEUTZ,,DEUTZ Aktiengesellschaft,XETR,EUR,50,DE,DEZ.DE,,candidat screener yahoo 2026-08-21,1466,1998-07-20,2026-08-17,28.1,10.3,EUR,DEUTZ Aktiengesellschaft,1.0,,avertissement,isin_absent
EQ:IE:CAIRNHOMES,,Cairn Homes plc,XDUB,EUR,40,IE,C5H.IR,,candidat screener yahoo 2026-08-21,474,2017-07-24,2026-08-17,9.1,2.51,EUR,Cairn Homes plc,1.0,,avertissement,isin_absent|historique_9.1a
EQ:IT:TAMBURIINVESTMEN,,Tamburi Investment Partners S.p.A.,XMIL,EUR,30,IT,TIP.MI,,candidat screener yahoo 2026-08-21,1085,2005-11-07,2026-08-17,20.8,9.64,EUR,Tamburi Investment Partners S.p.A.,1.0,,avertissement,isin_absent
EQ:AT:RHIMAGNESITA,,RHI Magnesita N.V.,XWBO,EUR,50,AT,RHIM.VI,,candidat screener yahoo 2026-08-21,461,2017-10-23,2026-08-17,8.8,32.7,EUR,RHI Magnesita N.V.,1.0,,avertissement,isin_absent|historique_8.8a
EQ:AT:MAYRMELNHOFKARTO,,Mayr-Melnhof Karton AG,XWBO,EUR,40,AT,MMK.VI,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,79.3,EUR,Mayr-Melnhof Karton AG,1.0,,avertissement,isin_absent
EQ:ES:REALIABUSINESS,,"Realia Business, S.A.",XMAD,EUR,35,ES,RLIA.MC,,candidat screener yahoo 2026-08-21,1003,2007-06-04,2026-08-17,19.2,1.015,EUR,"Realia Business, S.A.",1.0,,avertissement,isin_absent
EQ:DE:ATOSSSOFTWARE,,ATOSS Software SE,XETR,EUR,10,DE,AOF.DE,,candidat screener yahoo 2026-08-21,1420,1999-06-07,2026-08-17,27.2,96.7,EUR,ATOSS Software SE,1.0,,avertissement,isin_absent
EQ:AT:PORR,,PORR AG,XWBO,EUR,50,AT,POS.VI,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,38.95,EUR,PORR AG,1.0,,avertissement,isin_absent
EQ:ES:NEINORHOMES,,"Neinor Homes, S.A.",XMAD,EUR,35,ES,HOME.MC,,candidat screener yahoo 2026-08-21,491,2017-03-27,2026-08-17,9.4,15.76,EUR,"Neinor Homes, S.A.",1.0,,avertissement,isin_absent|historique_9.4a
EQ:FI:SANOMA,,Sanoma Oyj,XHEL,EUR,45,FI,SANOMA.HE,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,9.41,EUR,Sanoma Oyj,1.0,,avertissement,isin_absent
EQ:ES:PROSEGURCOMPANIA,,"Prosegur Compañía de Seguridad, S.A.",XMAD,EUR,50,ES,PSG.MC,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,2.82,EUR,"Prosegur Compañía de Seguridad, S.A.",1.0,,avertissement,isin_absent
EQ:IT:SALVATOREFERRAGA,,Salvatore Ferragamo S.p.A.,XMIL,EUR,40,IT,SFER.MI,,candidat screener yahoo 2026-08-21,791,2011-06-27,2026-08-17,15.1,9.13,EUR,Salvatore Ferragamo S.p.A.,1.0,,avertissement,isin_absent
EQ:FR:METROPOLETELEVIS,,Métropole Télévision S.A.,XPAR,EUR,15,FR,MMT.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,11.96,EUR,Métropole Télévision S.A.,1.0,,avertissement,isin_absent
EQ:FI:METSABOARD,,Metsä Board Oyj,XHEL,EUR,40,FI,METSA.HE,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,4.22,EUR,Metsä Board Oyj,1.0,,avertissement,isin_absent
EQ:BE:ORANGEBELGIUM,,Orange Belgium S.A.,XBRU,EUR,15,BE,OBEL.BR,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,22.0,EUR,Orange Belgium S.A.,1.0,,avertissement,isin_absent
EQ:BE:SPADEL,,Spadel SA,XBRU,EUR,45,BE,SPA.BR,,candidat screener yahoo 2026-08-21,1323,2001-04-16,2026-08-17,25.3,356.0,EUR,Spadel SA,1.0,,avertissement,isin_absent
EQ:NL:EUROCOMMERCIALPR,,Eurocommercial Properties N.V.,XAMS,EUR,35,NL,ECMPA.AS,,candidat screener yahoo 2026-08-21,253,2021-10-18,2026-08-17,4.8,27.0,EUR,Eurocommercial Properties N.V.,1.0,,avertissement,isin_absent|historique_4.8a
EQ:FR:TF1,,TF1 SA,XPAR,EUR,15,FR,TFI.PA,,candidat screener yahoo 2026-08-21,1780,1992-07-13,2026-08-17,34.1,6.95,EUR,TF1 SA,1.0,,avertissement,isin_absent
EQ:IT:OVS,,OVS S.p.A.,XMIL,EUR,40,IT,OVS.MI,,candidat screener yahoo 2026-08-21,599,2015-03-02,2026-08-17,11.5,6.02,EUR,OVS S.p.A.,1.0,,avertissement,isin_absent|historique_11.5a
EQ:IT:AVIO,,Avio S.p.A.,XMIL,EUR,50,IT,AVIO.MI,,candidat screener yahoo 2026-08-21,578,2015-07-27,2026-08-17,11.1,31.52,EUR,Avio S.p.A.,1.0,,avertissement,isin_absent|historique_11.1a
EQ:DE:NURNBERGERBETEIL,,NÜRNBERGER Beteiligungs-AG,XETR,EUR,30,DE,NBG6.DE,,candidat screener yahoo 2026-08-21,1427,1999-04-19,2026-08-17,27.3,125.0,EUR,NÜRNBERGER Beteiligungs-AG,1.0,,avertissement,isin_absent
EQ:DE:WACKERNEUSON,,Wacker Neuson SE,XETR,EUR,50,DE,WAC.DE,,candidat screener yahoo 2026-08-21,1006,2007-05-14,2026-08-17,19.3,21.0,EUR,Wacker Neuson SE,1.0,,avertissement,isin_absent
EQ:FR:CLARIANE,,Clariane SE,XPAR,EUR,20,FR,CLARI.PA,,candidat screener yahoo 2026-08-21,1338,2001-01-01,2026-08-17,25.6,4.02,EUR,Clariane SE,1.0,,avertissement,isin_absent
EQ:ES:LINEADIRECTAASEG,,"Línea Directa Aseguradora, S.A., Compañía de Seguros y Reaseguros",XMAD,EUR,30,ES,LDA.MC,,candidat screener yahoo 2026-08-21,277,2021-05-03,2026-08-17,5.3,1.326,EUR,"Línea Directa Aseguradora, S.A., Compañía de Seguros y Reaseguros",1.0,,avertissement,isin_absent|historique_5.3a
EQ:BE:FLUXYSBELGIUM,,Fluxys Belgium SA,XBRU,EUR,60,BE,FLUX.BR,,candidat screener yahoo 2026-08-21,1289,2001-12-10,2026-08-17,24.7,20.4,EUR,Fluxys Belgium SA,1.0,,avertissement,isin_absent
EQ:LU:BEFESA,,Befesa S.A.,XETR,EUR,50,LU,BFSA.DE,,candidat screener yahoo 2026-08-21,452,2017-12-25,2026-08-17,8.6,35.75,EUR,Befesa S.A.,1.0,,avertissement,isin_absent|historique_8.6a
EQ:LU:TONIES,,tonies SE,XETR,EUR,40,LU,TNIE.DE,,candidat screener yahoo 2026-08-21,277,2021-05-03,2026-08-17,5.3,11.72,EUR,tonies SE,1.0,,avertissement,isin_absent|historique_5.3a
EQ:FR:ICADE,,Icade,XPAR,EUR,35,FR,ICAD.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,18.77,EUR,Icade,1.0,,avertissement,isin_absent
EQ:ES:FAESFARMA,,"Faes Farma, S.A.",XMAD,EUR,20,ES,FAE.MC,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,4.555,EUR,"Faes Farma, S.A.",1.0,,avertissement,isin_absent
EQ:ES:PHARMAMAR,,"Pharma Mar, S.A.",XMAD,EUR,20,ES,PHM.MC,,candidat screener yahoo 2026-08-21,1355,2000-09-04,2026-08-17,25.9,81.7,EUR,"Pharma Mar, S.A.",1.0,,avertissement,isin_absent
EQ:DE:DEUTSCHEEUROSHOP,,Deutsche EuroShop AG,XETR,EUR,35,DE,DEQ.DE,,candidat screener yahoo 2026-08-21,1338,2001-01-01,2026-08-17,25.6,18.7,EUR,Deutsche EuroShop AG,1.0,,avertissement,isin_absent
EQ:FR:PEUGEOTINVESTSOC,,Peugeot Invest Société anonyme,XPAR,EUR,30,FR,PEUG.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,56.7,EUR,Peugeot Invest Société anonyme,1.0,,avertissement,isin_absent
EQ:FI:PUUILO,,Puuilo Oyj,XHEL,EUR,40,FI,PUUILO.HE,,candidat screener yahoo 2026-08-21,270,2021-06-21,2026-08-17,5.2,16.74,EUR,Puuilo Oyj,1.0,,avertissement,isin_absent|historique_5.2a
EQ:FR:DERICHEBOURG,,Derichebourg SA,XPAR,EUR,50,FR,DBG.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,8.86,EUR,Derichebourg SA,1.0,,avertissement,isin_absent
EQ:DE:SUSSMICROTEC,,SUSS MicroTec SE,XETR,EUR,10,DE,SMHN.DE,,candidat screener yahoo 2026-08-21,1423,1999-05-17,2026-08-17,27.3,74.1,EUR,SUSS MicroTec SE,1.0,,avertissement,isin_absent
EQ:ES:CASTELLANAPROPER,,"Castellana Properties Socimi, S.A.",XMAD,EUR,35,ES,YCPS.MC,,candidat screener yahoo 2026-08-21,316,2020-08-03,2026-08-17,6.0,9.5,EUR,"Castellana Properties Socimi, S.A.",1.0,,avertissement,isin_absent|historique_6.0a
EQ:DE:FRIEDRICHVORWERK,,Friedrich Vorwerk Group SE,XETR,EUR,50,DE,VH2.DE,,candidat screener yahoo 2026-08-21,283,2021-03-22,2026-08-17,5.4,68.9,EUR,Friedrich Vorwerk Group SE,1.0,,avertissement,isin_absent|historique_5.4a
EQ:FI:BITTIUM,,Bittium Oyj,XHEL,EUR,10,FI,BITTI.HE,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,38.35,EUR,Bittium Oyj,1.0,,avertissement,isin_absent
EQ:IT:MOLTIPLYGROUP,,Moltiply Group S.p.A.,XMIL,EUR,30,IT,MOL.MI,,candidat screener yahoo 2026-08-21,1003,2007-06-04,2026-08-17,19.2,37.05,EUR,Moltiply Group S.p.A.,1.0,,avertissement,isin_absent
EQ:FR:ERAMET,,ERAMET S.A.,XPAR,EUR,55,FR,ERA.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,47.2,EUR,ERAMET S.A.,1.0,,avertissement,isin_absent
EQ:IT:SANLORENZO,,Sanlorenzo S.p.A.,XMIL,EUR,40,IT,SL.MI,,candidat screener yahoo 2026-08-21,350,2019-12-09,2026-08-17,6.7,38.58,EUR,Sanlorenzo S.p.A.,1.0,,avertissement,isin_absent|historique_6.7a
EQ:IT:CEMBRE,,Cembre S.p.A.,XMIL,EUR,50,IT,CMB.MI,,candidat screener yahoo 2026-08-21,1467,1998-07-13,2026-08-17,28.1,80.8,EUR,Cembre S.p.A.,1.0,,avertissement,isin_absent
EQ:IT:SESA,,SeSa S.p.A.,XMIL,EUR,10,IT,SES.MI,,candidat screener yahoo 2026-08-21,791,2011-06-27,2026-08-17,15.1,89.65,EUR,SeSa S.p.A.,1.0,,avertissement,isin_absent
EQ:IT:ARISTONHOLDING,,Ariston Holding N.V.,XMIL,EUR,50,IT,ARIS.MI,,candidat screener yahoo 2026-08-21,248,2021-11-22,2026-08-17,4.7,3.668,EUR,Ariston Holding N.V.,1.0,,avertissement,isin_absent|historique_4.7a
EQ:AT:KONTRON,,Kontron AG,XWBO,EUR,10,AT,KTN.VI,,candidat screener yahoo 2026-08-21,468,2017-09-04,2026-08-17,9.0,21.98,EUR,Kontron AG,1.0,,avertissement,isin_absent|historique_9.0a
EQ:DE:WUSTENROTWURTTEM,,Wüstenrot & Württembergische AG,XETR,EUR,30,DE,WUW.DE,,candidat screener yahoo 2026-08-21,1406,1999-09-13,2026-08-17,26.9,14.24,EUR,Wüstenrot & Württembergische AG,1.0,,avertissement,isin_absent
EQ:IT:BF,,B.F. S.p.A.,XMIL,EUR,45,IT,BFG.MI,,candidat screener yahoo 2026-08-21,470,2017-08-21,2026-08-17,9.0,4.98,EUR,B.F. S.p.A.,1.0,,avertissement,isin_absent|historique_9.0a
EQ:IT:INDUSTRIENORA,,Industrie De Nora S.p.A.,XMIL,EUR,50,IT,DNR.MI,,candidat screener yahoo 2026-08-21,215,2022-07-11,2026-08-17,4.1,6.56,EUR,Industrie De Nora S.p.A.,1.0,,avertissement,isin_absent|historique_4.1a
EQ:IT:COMERINDUSTRIES,,Comer Industries S.p.A.,XMIL,EUR,50,IT,COM.MI,,candidat screener yahoo 2026-08-21,389,2019-03-11,2026-08-17,7.4,45.6,EUR,Comer Industries S.p.A.,1.0,,avertissement,isin_absent|historique_7.4a
EQ:DE:PFISTERERHOLDING,,PFISTERER Holding SE,XETR,EUR,10,DE,PFSE.DE,,candidat screener yahoo 2026-08-21,67,2025-05-12,2026-08-17,1.3,72.0,EUR,PFISTERER Holding SE,1.0,,avertissement,isin_absent|historique_1.3a
EQ:DE:HORNBACHHOLDING,,HORNBACH Holding AG & Co. KGaA,XETR,EUR,40,DE,HBH.DE,,candidat screener yahoo 2026-08-21,974,2007-12-24,2026-08-17,18.6,80.8,EUR,HORNBACH Holding AG & Co. KGaA,1.0,,avertissement,isin_absent
EQ:BE:XIORSTUDENTHOUSI,,Xior Student Housing NV,XBRU,EUR,35,BE,XIOR.BR,,candidat screener yahoo 2026-08-21,559,2015-12-07,2026-08-17,10.7,27.2,EUR,Xior Student Housing NV,1.0,,avertissement,isin_absent|historique_10.7a
EQ:IT:INTERCOS,,Intercos S.p.A.,XMIL,EUR,45,IT,ICOS.MI,,candidat screener yahoo 2026-08-21,250,2021-11-08,2026-08-17,4.8,13.58,EUR,Intercos S.p.A.,1.0,,avertissement,isin_absent|historique_4.8a
EQ:IT:RAIWAY,,Rai Way S.p.A.,XMIL,EUR,50,IT,RWAY.MI,,candidat screener yahoo 2026-08-21,614,2014-11-17,2026-08-17,11.7,4.71,EUR,Rai Way S.p.A.,1.0,,avertissement,isin_absent|historique_11.7a
EQ:IT:LUVE,,LU-VE S.p.A.,XMIL,EUR,50,IT,LUVE.MI,,candidat screener yahoo 2026-08-21,581,2015-07-06,2026-08-17,11.1,56.4,EUR,LU-VE S.p.A.,1.0,,avertissement,isin_absent|historique_11.1a
EQ:IE:GLENVEAGHPROPERT,,Glenveagh Properties PLC,XDUB,EUR,40,IE,GVR.IR,,candidat screener yahoo 2026-08-21,463,2017-10-09,2026-08-17,8.9,2.42,EUR,Glenveagh Properties PLC,1.0,,avertissement,isin_absent|historique_8.9a
EQ:BE:TESSENDERLOGROUP,,Tessenderlo Group NV,XBRU,EUR,55,BE,TESB.BR,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,20.9,EUR,Tessenderlo Group NV,1.0,,avertissement,isin_absent
EQ:NL:FLOWTRADERS,,Flow Traders Ltd.,XAMS,EUR,30,NL,FLOW.AS,,candidat screener yahoo 2026-08-21,581,2015-07-06,2026-08-17,11.1,27.88,EUR,Flow Traders Ltd.,1.0,,avertissement,isin_absent|historique_11.1a
EQ:IT:ELEN,,EL.En. S.p.A.,XMIL,EUR,20,IT,ELN.MI,,candidat screener yahoo 2026-08-21,1341,2000-12-11,2026-08-17,25.7,15.27,EUR,EL.En. S.p.A.,1.0,,avertissement,isin_absent
EQ:FR:RAMSAYGENERALESA,,Ramsay Générale de Santé SA,XPAR,EUR,20,FR,GDS.PA,,candidat screener yahoo 2026-08-21,1314,2001-06-18,2026-08-17,25.2,11.05,EUR,Ramsay Générale de Santé SA,1.0,,avertissement,isin_absent
EQ:IT:CALTAGIRONE,,Caltagirone SpA,XMIL,EUR,55,IT,CALT.MI,,candidat screener yahoo 2026-08-21,1640,1995-03-20,2026-08-17,31.4,10.14,EUR,Caltagirone SpA,1.0,,avertissement,isin_absent
EQ:FR:ELECTRICITESTRAS,,Électricite de Strasbourg Société Anonyme,XPAR,EUR,65,FR,ELEC.PA,,candidat screener yahoo 2026-08-21,1838,1991-06-03,2026-08-17,35.2,166.4,EUR,Électricite de Strasbourg Société Anonyme,1.0,,avertissement,isin_absent
EQ:DE:ADTRANNETWORKS,,Adtran Networks SE,XETR,EUR,10,DE,ADV.DE,,candidat screener yahoo 2026-08-21,1430,1999-03-29,2026-08-17,27.4,23.0,EUR,Adtran Networks SE,1.0,,avertissement,isin_absent
EQ:DE:DURR,,Dürr Aktiengesellschaft,XETR,EUR,50,DE,DUE.DE,,candidat screener yahoo 2026-08-21,1466,1998-07-20,2026-08-17,28.1,17.24,EUR,Dürr Aktiengesellschaft,1.0,,avertissement,isin_absent
EQ:ES:GMPPROPERTYSOCIM,,"GMP Property SOCIMI, S.A.",XMAD,EUR,35,ES,YGMP.MC,,candidat screener yahoo 2026-08-21,526,2016-07-25,2026-08-17,10.1,62.0,EUR,"GMP Property SOCIMI, S.A.",1.0,,avertissement,isin_absent|historique_10.1a
EQ:BE:KINEPOLISGROUP,,Kinepolis Group NV,XBRU,EUR,15,BE,KIN.BR,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,44.4,EUR,Kinepolis Group NV,1.0,,avertissement,isin_absent
EQ:FR:VIELCIESOCIETE,,"VIEL & Cie, société anonyme",XPAR,EUR,30,FR,VIL.PA,,candidat screener yahoo 2026-08-21,1858,1991-01-14,2026-08-17,35.6,19.22,EUR,"VIEL & Cie, société anonyme",1.0,,avertissement,isin_absent
EQ:DE:SECUNETSECURITYN,,secunet Security Networks Aktiengesellschaft,XETR,EUR,10,DE,YSN.DE,,candidat screener yahoo 2026-08-21,1398,1999-11-08,2026-08-17,26.8,182.6,EUR,secunet Security Networks Aktiengesellschaft,1.0,,avertissement,isin_absent
EQ:FI:ALMAMEDIA,,Alma Media Oyj,XHEL,EUR,15,FI,ALMA.HE,,candidat screener yahoo 2026-08-21,1113,2005-04-25,2026-08-17,21.3,14.35,EUR,Alma Media Oyj,1.0,,avertissement,isin_absent
EQ:ES:ATRESMEDIACORPOR,,"Atresmedia Corporación de Medios de Comunicación, S.A.",XMAD,EUR,15,ES,A3M.MC,,candidat screener yahoo 2026-08-21,1191,2003-10-27,2026-08-17,22.8,5.21,EUR,"Atresmedia Corporación de Medios de Comunicación, S.A.",1.0,,avertissement,isin_absent
EQ:BG:SHELLYGROUP,,Shelly Group SE,XETR,EUR,50,BG,SLYG.DE,,candidat screener yahoo 2026-08-21,121,2024-04-29,2026-08-17,2.3,63.6,EUR,Shelly Group SE,1.0,,avertissement,isin_absent|historique_2.3a
EQ:NL:CORBION,,Corbion N.V.,XAMS,EUR,55,NL,CRBN.AS,,candidat screener yahoo 2026-08-21,1639,1995-03-27,2026-08-17,31.4,20.06,EUR,Corbion N.V.,1.0,,avertissement,isin_absent
EQ:AT:PALFINGER,,Palfinger AG,XWBO,EUR,50,AT,PAL.VI,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,30.3,EUR,Palfinger AG,1.0,,avertissement,isin_absent
EQ:FR:FREY,,Frey SA,XPAR,EUR,35,FR,FREY.PA,,candidat screener yahoo 2026-08-21,960,2008-03-31,2026-08-17,18.4,35.8,EUR,Frey SA,1.0,,avertissement,isin_absent
EQ:FI:FISKARS,,Fiskars Oyj Abp,XHEL,EUR,40,FI,FSKRS.HE,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,13.84,EUR,Fiskars Oyj Abp,1.0,,avertissement,isin_absent
EQ:DE:VOSSLOH,,Vossloh AG,XETR,EUR,50,DE,VOS.DE,,candidat screener yahoo 2026-08-21,1465,1998-07-27,2026-08-17,28.1,57.25,EUR,Vossloh AG,1.0,,avertissement,isin_absent
EQ:IT:ITALMOBILIARE,,Italmobiliare S.p.A.,XMIL,EUR,45,IT,ITM.MI,,candidat screener yahoo 2026-08-21,2064,1987-02-02,2026-08-17,39.5,25.9,EUR,Italmobiliare S.p.A.,1.0,,avertissement,isin_absent
EQ:IT:GENSAUREA,,GENS AUREA,XMIL,EUR,40,IT,OROX.MI,,candidat screener yahoo 2026-08-21,6,2026-07-13,2026-08-17,0.1,10.61,EUR,GENS AUREA,1.0,,rejete,historique_tronque_provider(6pts)|isin_absent
EQ:IE:UNIPHAR,,Uniphar plc,XDUB,EUR,20,IE,UPR.IR,,candidat screener yahoo 2026-08-21,371,2019-07-15,2026-08-17,7.1,4.155,EUR,Uniphar plc,1.0,,avertissement,isin_absent|historique_7.1a
EQ:DE:TEAMVIEWER,,TEAMVIEWER,XETR,EUR,10,DE,TMV.DE,,candidat screener yahoo 2026-08-21,361,2019-09-23,2026-08-17,6.9,6.84,EUR,TeamViewer SE,1.0,,avertissement,isin_absent|historique_6.9a
EQ:FR:MERCIALYS,,Mercialys SA,XPAR,EUR,35,FR,MERY.PA,,candidat screener yahoo 2026-08-21,1089,2005-10-10,2026-08-17,20.9,11.42,EUR,Mercialys SA,1.0,,avertissement,isin_absent
EQ:DE:CHAPTERSGROUP,,CHAPTERS Group AG,XETR,EUR,10,DE,CHG.DE,,candidat screener yahoo 2026-08-21,1108,2005-05-30,2026-08-17,21.2,44.7,EUR,CHAPTERS Group AG,1.0,,avertissement,isin_absent
EQ:AT:BAJAJMOBILITY,,Bajaj Mobility AG,XWBO,EUR,40,AT,BMAG.VI,,candidat screener yahoo 2026-08-21,1170,2004-03-22,2026-08-17,22.4,30.7,EUR,Bajaj Mobility AG,1.0,,avertissement,isin_absent
EQ:FR:CAISSEREGIONALEC5,,Caisse Régionale de Crédit Agricole Mutuel Sud Rhône Alpes,XPAR,EUR,30,FR,CRSU.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,231.0,EUR,Caisse Régionale de Crédit Agricole Mutuel Sud Rhône Alpes,1.0,,avertissement,isin_absent
EQ:IT:ALERIONCLEANPOWE,,Alerion Clean Power S.p.A.,XMIL,EUR,65,IT,ARN.MI,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,19.5,EUR,Alerion Clean Power S.p.A.,1.0,,avertissement,isin_absent
EQ:IT:FERRETTI,,Ferretti S.p.A.,XMIL,EUR,40,IT,YACHT.MI,,candidat screener yahoo 2026-08-21,165,2023-06-26,2026-08-17,3.1,3.088,EUR,Ferretti S.p.A.,1.0,,avertissement,isin_absent|historique_3.1a
EQ:IE:IRISHCONTINENTAL,,Irish Continental Group plc,XDUB,EUR,50,IE,IR5B.IR,,candidat screener yahoo 2026-08-21,1204,2003-07-28,2026-08-17,23.1,6.96,EUR,Irish Continental Group plc,1.0,,avertissement,isin_absent
EQ:DE:SAFHOLLAND,,SAF-Holland SE,XETR,EUR,40,DE,SFQ.DE,,candidat screener yahoo 2026-08-21,996,2007-07-23,2026-08-17,19.1,22.8,EUR,SAF-Holland SE,1.0,,avertissement,isin_absent
EQ:FR:COMPAGNIEDESALPE,,Compagnie des Alpes SA,XPAR,EUR,40,FR,CDA.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,20.1,EUR,Compagnie des Alpes SA,1.0,,avertissement,isin_absent
EQ:FR:CAISSEREGIONALEC6,,Caisse régionale de Crédit Agricole Mutuel Atlantique Vendée,XPAR,EUR,30,FR,CRAV.PA,,candidat screener yahoo 2026-08-21,1258,2002-07-15,2026-08-17,24.1,138.98,EUR,Caisse régionale de Crédit Agricole Mutuel Atlantique Vendée,1.0,,avertissement,isin_absent
EQ:FR:ALTAREITSCA,,Altareit SCA,XPAR,EUR,35,FR,AREIT.PA,,candidat screener yahoo 2026-08-21,1381,2000-03-06,2026-08-17,26.4,585.0,EUR,Altareit SCA,1.0,,avertissement,isin_absent
